id,year,code,title,totemp
807,2006,316000,Leather and Allied Product Manufacturing,37620
808,2006,321000,Wood Product Manufacturing,565920
809,2006,322000,Paper Manufacturing,473330
810,2006,323000,Printing and Related Support Activities,638120
811,2006,324000,Petroleum and Coal Products Manufacturing,112750
812,2006,325000,Chemical Manufacturing,863780
813,2006,326000,Plastics and Rubber Products Manufacturing,802680
814,2006,327000,Nonmetallic Mineral Product Manufacturing,514820
815,2006,331000,Primary Metal Manufacturing,464530
816,2006,332000,Fabricated Metal Product Manufacturing,1537350
817,2006,333000,Machinery Manufacturing,1170620
818,2006,334000,Computer and Electronic Product Manufacturing,1304060
819,2006,335000,"Electrical Equipment, Appliance, and Component Manufacturing",432560
820,2006,336000,Transportation Equipment Manufacturing,1778060
821,2006,337000,Furniture and Related Product Manufacturing,563780
822,2006,339000,Miscellaneous Manufacturing,651090
823,2006,423000,"Merchant Wholesalers, Durable Goods",3048960
824,2006,424000,"Merchant Wholesalers, Nondurable Goods",2038680
825,2006,425000,Wholesale Electronic Markets and Agents and Brokers,774770
826,2006,441000,Motor Vehicle and Parts Dealers,1914200
827,2006,442000,Furniture and Home Furnishings Stores,590600
828,2006,443000,Electronics and Appliance Stores,562120
829,2006,444000,Building Material and Garden Equipment and Supplies Dealers,1326530
830,2006,445000,Food and Beverage Stores,2816550
831,2006,446000,Health and Personal Care Stores,962630
832,2006,447000,Gasoline Stations,865500
833,2006,448000,Clothing and Clothing Accessories Stores,1453570
834,2006,451000,"Sporting Goods, Hobby, Book, and Music Stores",671570
835,2006,452000,General Merchandise Stores,3018450
836,2006,453000,Miscellaneous Store Retailers,900780
837,2006,454000,Nonstore Retailers,433790
838,2006,481000,Air Transportation,485780
839,2006,482000,Rail Transportation,207440
840,2006,483000,Water Transportation,61550
841,2006,484000,Truck Transportation,1419660
842,2006,485000,Transit and Ground Passenger Transportation,408190
843,2006,486000,Pipeline Transportation,38720
844,2006,487000,Scenic and Sightseeing Transportation,26920
845,2006,488000,Support Activities for Transportation,563470
846,2006,491000,Postal Service,791120
847,2006,492000,Couriers and Messengers,576160
848,2006,493000,Warehousing and Storage,624920
849,2006,511000,Publishing Industries (except Internet),902130
850,2006,512000,Motion Picture and Sound Recording Industries,384190
851,2006,515000,Broadcasting (except Internet),327690
852,2006,516000,Internet Publishing and Broadcasting,33220
853,2006,517000,Telecommunications,974320
854,2006,518000,"Internet Service Providers, Web Search Portals, and Data Processing Service",383880
855,2006,519000,Other Information Services,50750
856,2006,521000,Monetary Authorities - Central Bank,20710
857,2006,522000,Credit Intermediation and Related Activities,2921190
858,2006,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",806690
859,2006,524000,Insurance Carriers and Related Activities,2151860
860,2006,525000,"Funds, Trusts, and Other Financial Vehicles",92120
861,2006,531000,Real Estate,1482250
862,2006,532000,Rental and Leasing Services,639150
863,2006,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),27310
864,2006,541000,"Professional, Scientific, and Technical Services",7243130
865,2006,551000,Management of Companies and Enterprises,1786440
866,2006,561000,Administrative and Support Services,8002330
867,2006,562000,Waste Management and Remediation Services,347850
868,2006,611000,Educational Services,12291320
869,2006,621000,Ambulatory Health Care Services,5234460
870,2006,622000,Hospitals,5316000
871,2006,623000,Nursing and Residential Care Facilities,2869720
872,2006,624000,Social Assistance,2166490
873,2006,711000,"Performing Arts, Spectator Sports, and Related Industries",394960
874,2006,712000,"Museums, Historical Sites, and Similar Institutions",120230
875,2006,713000,"Amusement, Gambling, and Recreation Industries",1351740
876,2006,721000,Accommodation,1799400
877,2006,722000,Food Services and Drinking Places,9249600
878,2006,811000,Repair and Maintenance,1243810
879,2006,812000,Personal and Laundry Services,1288010
880,2006,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1301280
881,2006,999000,"Federal, State, and Local Government (OES Designation)",9482720
882,2005,113000,Forestry and Logging,65050
883,2005,115000,Support Activities for Agriculture and Forestry,304260
884,2005,211000,Oil and Gas Extraction,122360
885,2005,212000,Mining (except Oil and Gas),210610
886,2005,213000,Support Activities for Mining,206990
887,2005,221000,Utilities,552440
888,2005,236000,Construction of Buildings,1681450
889,2005,237000,Heavy and Civil Engineering Construction,946560
890,2005,238000,Specialty Trade Contractors,4587220
891,2005,311000,Food Manufacturing,1478960
892,2005,312000,Beverage and Tobacco Product Manufacturing,191010
893,2005,313000,Textile Mills,224400
894,2005,314000,Textile Product Mills,172890
895,2005,315000,Apparel Manufacturing,269070
896,2005,316000,Leather and Allied Product Manufacturing,40580
897,2005,321000,Wood Product Manufacturing,557680
898,2005,322000,Paper Manufacturing,487550
899,2005,323000,Printing and Related Support Activities,652360
900,2005,324000,Petroleum and Coal Products Manufacturing,112500
901,2005,325000,Chemical Manufacturing,875630
902,2005,326000,Plastics and Rubber Products Manufacturing,804400
903,2005,327000,Nonmetallic Mineral Product Manufacturing,507350
904,2005,331000,Primary Metal Manufacturing,467510
905,2005,332000,Fabricated Metal Product Manufacturing,1511940
906,2005,333000,Machinery Manufacturing,1150920
907,2005,334000,Computer and Electronic Product Manufacturing,1312840
908,2005,335000,"Electrical Equipment, Appliance, and Component Manufacturing",439240
909,2005,336000,Transportation Equipment Manufacturing,1784820
910,2005,337000,Furniture and Related Product Manufacturing,567950
911,2005,339000,Miscellaneous Manufacturing,652910
912,2005,423000,"Merchant Wholesalers, Durable Goods",2978090
913,2005,424000,"Merchant Wholesalers, Nondurable Goods",2028810
914,2005,425000,Wholesale Electronic Markets and Agents and Brokers,729120
915,2005,441000,Motor Vehicle and Parts Dealers,1913450
916,2005,442000,Furniture and Home Furnishings Stores,579420
917,2005,443000,Electronics and Appliance Stores,538960
918,2005,444000,Building Material and Garden Equipment and Supplies Dealers,1279190
919,2005,445000,Food and Beverage Stores,2821850
920,2005,446000,Health and Personal Care Stores,947950
921,2005,447000,Gasoline Stations,871700
922,2005,448000,Clothing and Clothing Accessories Stores,1421470
923,2005,451000,"Sporting Goods, Hobby, Book, and Music Stores",660470
924,2005,452000,General Merchandise Stores,2976680
925,2005,453000,Miscellaneous Store Retailers,922570
926,2005,454000,Nonstore Retailers,435730
927,2005,481000,Air Transportation,507660
928,2005,482000,Rail Transportation,212880
929,2005,483000,Water Transportation,57920
930,2005,484000,Truck Transportation,1387340
931,2005,485000,Transit and Ground Passenger Transportation,406400
932,2005,486000,Pipeline Transportation,37760
933,2005,487000,Scenic and Sightseeing Transportation,27510
934,2005,488000,Support Activities for Transportation,546800
935,2005,491000,Postal Service,799570
936,2005,492000,Couriers and Messengers,565100
937,2005,493000,Warehousing and Storage,582250
938,2005,511000,Publishing Industries (except Internet),906090
939,2005,512000,Motion Picture and Sound Recording Industries,386890
940,2005,515000,Broadcasting (except Internet),325410
941,2005,516000,Internet Publishing and Broadcasting,30540
942,2005,517000,Telecommunications,1001580
943,2005,518000,"Internet Service Providers, Web Search Portals, and Data Processing Service",381240
944,2005,519000,Other Information Services,49750
945,2005,521000,Monetary Authorities - Central Bank,20470
946,2005,522000,Credit Intermediation and Related Activities,2843140
947,2005,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",781290
948,2005,524000,Insurance Carriers and Related Activities,2129930
949,2005,525000,"Funds, Trusts, and Other Financial Vehicles",88500
950,2005,531000,Real Estate,1437840
951,2005,532000,Rental and Leasing Services,644620
952,2005,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),26140
953,2005,541000,"Professional, Scientific, and Technical Services",6928030
954,2005,551000,Management of Companies and Enterprises,1739370
955,2005,561000,Administrative and Support Services,7766830
956,2005,562000,Waste Management and Remediation Services,335420
957,2005,611000,Educational Services,12137420
958,2005,621000,Ambulatory Health Care Services,5064630
959,2005,622000,Hospitals,5246630
960,2005,623000,Nursing and Residential Care Facilities,2840000
961,2005,624000,Social Assistance,2082670
962,2005,711000,"Performing Arts, Spectator Sports, and Related Industries",385130
963,2005,712000,"Museums, Historical Sites, and Similar Institutions",119190
964,2005,713000,"Amusement, Gambling, and Recreation Industries",1339400
965,2005,721000,Accommodation,1789440
966,2005,722000,Food Services and Drinking Places,9053130
967,2005,811000,Repair and Maintenance,1233630
968,2005,812000,Personal and Laundry Services,1277930
969,2005,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1299560
970,2005,999000,"Federal, State, and Local Government (OES Designation)",9439900
971,2004,113000,Forestry and Logging,66210
972,2004,115000,Support Activities for Agriculture and Forestry,314140
973,2004,211000,Oil and Gas Extraction,119200
974,2004,212000,Mining (except Oil and Gas),204350
975,2004,213000,Support Activities for Mining,184290
976,2004,221000,Utilities,567000
977,2004,236000,Construction of Buildings,1595610
978,2004,237000,Heavy and Civil Engineering Construction,918760
979,2004,238000,Specialty Trade Contractors,4377070
980,2004,311000,Food Manufacturing,1498150
981,2004,312000,Beverage and Tobacco Product Manufacturing,194590
982,2004,313000,Textile Mills,243690
983,2004,314000,Textile Product Mills,181870
984,2004,315000,Apparel Manufacturing,293440
985,2004,316000,Leather and Allied Product Manufacturing,43010
986,2004,321000,Wood Product Manufacturing,542740
987,2004,322000,Paper Manufacturing,498050
988,2004,323000,Printing and Related Support Activities,666470
989,2004,324000,Petroleum and Coal Products Manufacturing,112130
990,2004,325000,Chemical Manufacturing,887850
991,2004,326000,Plastics and Rubber Products Manufacturing,806760
992,2004,327000,Nonmetallic Mineral Product Manufacturing,501110
993,2004,331000,Primary Metal Manufacturing,463290
994,2004,332000,Fabricated Metal Product Manufacturing,1480600
995,2004,333000,Machinery Manufacturing,1130280
996,2004,334000,Computer and Electronic Product Manufacturing,1317400
997,2004,335000,"Electrical Equipment, Appliance, and Component Manufacturing",445400
998,2004,336000,Transportation Equipment Manufacturing,1761700
999,2004,337000,Furniture and Related Product Manufacturing,570040
1000,2004,339000,Miscellaneous Manufacturing,657540
1001,2004,423000,"Merchant Wholesalers, Durable Goods",2927130
1002,2004,424000,"Merchant Wholesalers, Nondurable Goods",2013750
1003,2004,425000,Wholesale Electronic Markets and Agents and Brokers,686310
1004,2004,441000,Motor Vehicle and Parts Dealers,1901320
1005,2004,442000,Furniture and Home Furnishings Stores,565350
1006,2004,443000,Electronics and Appliance Stores,525480
1007,2004,444000,Building Material and Garden Equipment and Supplies Dealers,1237410
1008,2004,445000,Food and Beverage Stores,2827350
1009,2004,446000,Health and Personal Care Stores,941550
1010,2004,447000,Gasoline Stations,879610
1011,2004,448000,Clothing and Clothing Accessories Stores,1372600
1012,2004,451000,"Sporting Goods, Hobby, Book, and Music Stores",662380
1013,2004,452000,General Merchandise Stores,2900470
1014,2004,453000,Miscellaneous Store Retailers,932020
1015,2004,454000,Nonstore Retailers,431610
1016,2004,481000,Air Transportation,512360
1017,2004,482000,Rail Transportation,212930
1018,2004,483000,Water Transportation,54500
1019,2004,484000,Truck Transportation,1340250
1020,2004,485000,Transit and Ground Passenger Transportation,398790
1021,2004,486000,Pipeline Transportation,38930
1022,2004,487000,Scenic and Sightseeing Transportation,26660
1023,2004,488000,Support Activities for Transportation,524600
1024,2004,491000,Postal Service,804750
1025,2004,492000,Couriers and Messengers,571280
1026,2004,493000,Warehousing and Storage,553360
1027,2004,511000,Publishing Industries (except Internet),911450
1028,2004,512000,Motion Picture and Sound Recording Industries,386810
1029,2004,515000,Broadcasting (except Internet),323730
1030,2004,516000,Internet Publishing and Broadcasting,29250
1031,2004,517000,Telecommunications,1048850
1032,2004,518000,"Internet Service Providers, Web Search Portals, and Data Processing Service",386840
1033,2004,519000,Other Information Services,50040
1034,2004,521000,Monetary Authorities - Central Bank,21440
1035,2004,522000,Credit Intermediation and Related Activities,2802600
1036,2004,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",753690
1037,2004,524000,Insurance Carriers and Related Activities,2130660
1038,2004,525000,"Funds, Trusts, and Other Financial Vehicles",85350
1039,2004,531000,Real Estate,1392010
1040,2004,532000,Rental and Leasing Services,637720
1041,2004,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),25890
1042,2004,541000,"Professional, Scientific, and Technical Services",6673180
1043,2004,551000,Management of Companies and Enterprises,1717950
1044,2004,561000,Administrative and Support Services,7533040
1045,2004,562000,Waste Management and Remediation Services,324540
1046,2004,611000,Educational Services,11954870
1047,2004,621000,Ambulatory Health Care Services,4890690
1048,2004,622000,Hospitals,5187910
1049,2004,623000,Nursing and Residential Care Facilities,2808240
1050,2004,624000,Social Assistance,2012370
1051,2004,711000,"Performing Arts, Spectator Sports, and Related Industries",382230
1052,2004,712000,"Museums, Historical Sites, and Similar Institutions",117040
1053,2004,713000,"Amusement, Gambling, and Recreation Industries",1315380
1054,2004,721000,Accommodation,1764770
1055,2004,722000,Food Services and Drinking Places,8803020
1056,2004,811000,Repair and Maintenance,1226500
1057,2004,812000,Personal and Laundry Services,1271270
1058,2004,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1285950
1059,2004,999000,"Federal, State, and Local Government (OES Designation)",9386610
1060,2003,113000,Forestry and Logging,67140
1061,2003,115000,Support Activities for Agriculture and Forestry,306240
1062,2003,211000,Oil and Gas Extraction,117970
1063,2003,212000,Mining (except Oil and Gas),205320
1064,2003,213000,Support Activities for Mining,175510
1065,2003,221000,Utilities,580750
1066,2003,236000,Construction of Buildings,1572330
1067,2003,237000,Heavy and Civil Engineering Construction,931960
1068,2003,238000,Specialty Trade Contractors,4257400
1069,2003,311000,Food Manufacturing,1520640
1070,2003,312000,Beverage and Tobacco Product Manufacturing,202430
1071,2003,313000,Textile Mills,276440
1072,2003,314000,Textile Product Mills,188820
1073,2003,315000,Apparel Manufacturing,328490
1074,2003,316000,Leather and Allied Product Manufacturing,47230
1075,2003,321000,Wood Product Manufacturing,542290
1076,2003,322000,Paper Manufacturing,526070
1077,2003,323000,Printing and Related Support Activities,688500
1078,2003,324000,Petroleum and Coal Products Manufacturing,119080
1079,2003,325000,Chemical Manufacturing,914240
1080,2003,326000,Plastics and Rubber Products Manufacturing,829400
1081,2003,327000,Nonmetallic Mineral Product Manufacturing,508720
1082,2003,331000,Primary Metal Manufacturing,490170
1083,2003,332000,Fabricated Metal Product Manufacturing,1503610
1084,2003,333000,Machinery Manufacturing,1172790
1085,2003,334000,Computer and Electronic Product Manufacturing,1396190
1086,2003,335000,"Electrical Equipment, Appliance, and Component Manufacturing",470800
1087,2003,336000,Transportation Equipment Manufacturing,1793900
1088,2003,337000,Furniture and Related Product Manufacturing,583200
1089,2003,339000,Miscellaneous Manufacturing,675140
1090,2003,423000,"Merchant Wholesalers, Durable Goods",2954650
1091,2003,424000,"Merchant Wholesalers, Nondurable Goods",2024330
1092,2003,425000,Wholesale Electronic Markets and Agents and Brokers,655500
1093,2003,441000,Motor Vehicle and Parts Dealers,1877280
1094,2003,442000,Furniture and Home Furnishings Stores,551370
1095,2003,443000,Electronics and Appliance Stores,523580
1096,2003,444000,Building Material and Garden Equipment and Supplies Dealers,1201570
1097,2003,445000,Food and Beverage Stores,2867740
1098,2003,446000,Health and Personal Care Stores,934360
1099,2003,447000,Gasoline Stations,887730
1100,2003,448000,Clothing and Clothing Accessories Stores,1327880
1101,2003,451000,"Sporting Goods, Hobby, Book, and Music Stores",672730
1102,2003,452000,General Merchandise Stores,2862750
1103,2003,453000,Miscellaneous Store Retailers,956270
1104,2003,454000,Nonstore Retailers,439040
1105,2003,481000,Air Transportation,543870
1106,2003,482000,Rail Transportation,219110
1107,2003,483000,Water Transportation,52970
1108,2003,484000,Truck Transportation,1337480
1109,2003,485000,Transit and Ground Passenger Transportation,395000
1110,2003,486000,Pipeline Transportation,41400
1111,2003,487000,Scenic and Sightseeing Transportation,26580
1112,2003,488000,Support Activities for Transportation,514520
1113,2003,492000,Couriers and Messengers,572530
1114,2003,493000,Warehousing and Storage,526600
1115,2003,511000,Publishing Industries (except Internet),938430
1116,2003,512000,Motion Picture and Sound Recording Industries,390910
1117,2003,515000,Broadcasting (except Internet),328100
1118,2003,516000,Internet Publishing and Broadcasting,30180
1119,2003,517000,Telecommunications,1100350
1120,2003,518000,"Internet Service Providers, Web Search Portals, and Data Processing Service",410620
1121,2003,519000,Other Information Services,48640
1122,2003,521000,Monetary Authorities - Central Bank,21870
1123,2003,522000,Credit Intermediation and Related Activities,2748490
1124,2003,523000,"Securities, Commodity Contracts, and Other Financial Investments and Related Activities",766920
1125,2003,524000,Insurance Carriers and Related Activities,2139050
1126,2003,525000,"Funds, Trusts, and Other Financial Vehicles",84620
1127,2003,531000,Real Estate,1370150
1128,2003,532000,Rental and Leasing Services,640570
1129,2003,533000,Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),26550
1130,2003,541000,"Professional, Scientific, and Technical Services",6613260
1131,2003,551000,Management of Companies and Enterprises,1673430
1132,2003,561000,Administrative and Support Services,7375060
1133,2003,562000,Waste Management and Remediation Services,321470
1134,2003,611000,Educational Services,11862740
1135,2003,621000,Ambulatory Health Care Services,4745930
1136,2003,622000,Hospitals,5133220
1137,2003,623000,Nursing and Residential Care Facilities,2775530
1138,2003,624000,Social Assistance,1968130
1139,2003,711000,"Performing Arts, Spectator Sports, and Related Industries",388890
1140,2003,712000,"Museums, Historical Sites, and Similar Institutions",116140
1141,2003,713000,"Amusement, Gambling, and Recreation Industries",1292100
1142,2003,721000,Accommodation,1752800
1143,2003,722000,Food Services and Drinking Places,8576020
1144,2003,811000,Repair and Maintenance,1233950
1145,2003,812000,Personal and Laundry Services,1270040
1146,2003,813000,"Religious, Grantmaking, Civic, Professional, and Similar Organizations",1298230
1147,2003,999000,"Federal, State, and Local Government (OES Designation)",10165660
1148,2002,113300,Logging,71100
1149,2002,115100,Support Activities for Crop Production,284340
1150,2002,115200,Support Activities for Animal Production,25230
1151,2002,211100,Oil and Gas Extraction,119130
1152,2002,212100,Coal Mining,71200
1153,2002,212200,Metal Ore Mining,27890
1154,2002,212300,Nonmetallic Mineral Mining and Quarrying,104320
1155,2002,213100,Support Activities for Mining,171740
1156,2002,221100,"Electric Power Generation, Transmission and Distribution",425480
1157,2002,221200,Natural Gas Distribution,112510
1158,2002,221300,"Water, Sewage and Other Systems",47940
1159,2002,236100,Residential Building Construction,827620
1160,2002,236200,Nonresidential Building Construction,768160
1161,2002,237100,Utility System Construction,392820
1162,2002,237200,Land Subdivision,86770
1163,2002,237300,"Highway, Street, and Bridge Construction",374070
1164,2002,237900,Other Heavy and Civil Engineering Construction,119510
1165,2002,238100,"Foundation, Structure, and Building Exterior Contractors",953080
1166,2002,238200,Building Equipment Contractors,1838960
1167,2002,238300,Building Finishing Contractors,888990
1168,2002,238900,Other Specialty Trade Contractors,610520
1169,2002,311100,Animal Food Manufacturing,51030
1170,2002,311200,Grain and Oilseed Milling,61910
1171,2002,311300,Sugar and Confectionery Product Manufacturing,93840
1172,2002,311400,Fruit and Vegetable Preserving and Specialty Food Manufacturing,181590
1173,2002,311500,Dairy Product Manufacturing,136430
1174,2002,311600,Animal Slaughtering and Processing,521540
1175,2002,311700,Seafood Product Preparation and Packaging,38040
1176,2002,311800,Bakeries and Tortilla Manufacturing,299860
1177,2002,311900,Other Food Manufacturing,152090
1178,2002,312100,Beverage Manufacturing,172420
1179,2002,312200,Tobacco Manufacturing,32680
1180,2002,313100,"Fiber, Yarn, and Thread Mills",62540
1181,2002,313200,Fabric Mills,140130
1182,2002,313300,Textile and Fabric Finishing and Fabric Coating Mills,79470
1183,2002,314100,Textile Furnishings Mills,114930
1184,2002,314900,Other Textile Product Mills,77360
1185,2002,315100,Apparel Knitting Mills,48630
1186,2002,315200,Cut and Sew Apparel Manufacturing,258460
1187,2002,315900,Apparel Accessories and Other Apparel Manufacturing,25950
1188,2002,316100,Leather and Hide Tanning and Finishing,8780
1189,2002,316200,Footwear Manufacturing,20520
1190,2002,316900,Other Leather and Allied Product Manufacturing,19440
1191,2002,321100,Sawmills and Wood Preservation,118460
1192,2002,321200,"Veneer, Plywood, and Engineered Wood Product Manufacturing",112770
1193,2002,321900,Other Wood Product Manufacturing,311880
1194,2002,322100,"Pulp, Paper, and Paperboard Mills",161030
1195,2002,322200,Converted Paper Product Manufacturing,375060
1196,2002,323100,Printing and Related Support Activities,697760
1197,2002,324100,Petroleum and Coal Products Manufacturing,118720
1198,2002,325100,Basic Chemical Manufacturing,166710
1199,2002,325200,"Resin, Synthetic Rubber, and Artificial Synthetic Fibers and Filaments Manufacturing",111980
1200,2002,325300,"Pesticide, Fertilizer, and Other Agricultural Chemical Manufacturing",43030
1201,2002,325400,Pharmaceutical and Medicine Manufacturing,294870
1202,2002,325500,"Paint, Coating, and Adhesive Manufacturing",70650
1203,2002,325600,"Soap, Cleaning Compound, and Toilet Preparation Manufacturing",119120
1204,2002,325900,Other Chemical Product and Preparation Manufacturing,112920
1205,2002,326100,Plastics Product Manufacturing,658540
1206,2002,326200,Rubber Product Manufacturing,180590
1207,2002,327100,Clay Product and Refractory Manufacturing,70840
1208,2002,327200,Glass and Glass Product Manufacturing,122460
1209,2002,327300,Cement and Concrete Product Manufacturing,223450
1210,2002,327400,Lime and Gypsum Product Manufacturing,19410
1211,2002,327900,Other Nonmetallic Mineral Product Manufacturing,71290
1212,2002,331100,Iron and Steel Mills and Ferroalloy Manufacturing,108200
1213,2002,331200,Steel Product Manufacturing from Purchased Steel,60010
1214,2002,331300,Alumina and Aluminum Production and Processing,77840
1215,2002,331400,Nonferrous Metal (except Aluminum) Production and Processing,77670
1216,2002,331500,Foundries,172960
1217,2002,332100,Forging and Stamping,109420
1218,2002,332200,Cutlery and Handtool Manufacturing,62530
1219,2002,332300,Architectural and Structural Metals Manufacturing,387530
1220,2002,332400,"Boiler, Tank, and Shipping Container Manufacturing",93820
1221,2002,332500,Hardware Manufacturing,40210
1222,2002,332600,Spring and Wire Product Manufacturing,69490
1223,2002,332700,"Machine Shops; Turned Product; and Screw, Nut, and Bolt Manufacturing",310540
1224,2002,332800,"Coating, Engraving, Heat Treating, and Allied Activities",145800
1225,2002,332900,Other Fabricated Metal Product Manufacturing,293270
1226,2002,333100,"Agriculture, Construction, and Mining Machinery Manufacturing",191560
1227,2002,333200,Industrial Machinery Manufacturing,127230
1228,2002,333300,Commercial and Service Industry Machinery Manufacturing,123580
1229,2002,333400,"Ventilation, Heating, Air-Conditioning, and Commercial Refrigeration Equipment Manufacturing",160390
1230,2002,333500,Metalworking Machinery Manufacturing,211900
1231,2002,333600,"Engine, Turbine, and Power Transmission Equipment Manufacturing",97860
1232,2002,333900,Other General Purpose Machinery Manufacturing,274580
1233,2002,334100,Computer and Peripheral Equipment Manufacturing,236750
1234,2002,334200,Communications Equipment Manufacturing,166410
1235,2002,334300,Audio and Video Equipment Manufacturing,41080
1236,2002,334400,Semiconductor and Other Electronic Component Manufacturing,497110
1237,2002,334500,"Navigational, Measuring, Electromedical, and Control Instruments Manufacturing",436560
1238,2002,334600,Manufacturing and Reproducing Magnetic and Optical Media,55710
1239,2002,335100,Electric Lighting Equipment Manufacturing,70250
1240,2002,335200,Household Appliance Manufacturing,95440
1241,2002,335300,Electrical Equipment Manufacturing,166690
1242,2002,335900,Other Electrical Equipment and Component Manufacturing,144560
1243,2002,336100,Motor Vehicle Manufacturing,268280
1244,2002,336200,Motor Vehicle Body and Trailer Manufacturing,154420
1245,2002,336300,Motor Vehicle Parts Manufacturing,730450
1246,2002,336400,Aerospace Product and Parts Manufacturing,451790
1247,2002,336500,Railroad Rolling Stock Manufacturing,22790
1248,2002,336600,Ship and Boat Building,146810
1249,2002,336900,Other Transportation Equipment Manufacturing,38920
1250,2002,337100,Household and Institutional Furniture and Kitchen Cabinet Manufacturing,393050
1251,2002,337200,Office Furniture (including Fixtures) Manufacturing,144670
1252,2002,337900,Other Furniture Related Product Manufacturing,52970
1253,2002,339100,Medical Equipment and Supplies Manufacturing,306580
1254,2002,339900,Other Miscellaneous Manufacturing,373180
1255,2002,423100,Motor Vehicle and Motor Vehicle Parts and Supplies Merchant Wholesalers,342910
1256,2002,423200,Furniture and Home Furnishing Merchant Wholesalers,108070
1257,2002,423300,Lumber and Other Construction Materials Merchant Wholesalers,225320
1258,2002,423400,Professional and Commercial Equipment and Supplies Merchant Wholesalers,649760
1259,2002,423500,Metal and Mineral (except Petroleum) Merchant Wholesalers,123790
1260,2002,423600,Electrical and Electronic Goods Merchant Wholesalers,353660
1261,2002,423700,"Hardware, and Plumbing and Heating Equipment and Supplies Merchant Wholesalers",231290
1262,2002,423800,"Machinery, Equipment, and Supplies Merchant Wholesalers",659130
1263,2002,423900,Miscellaneous Durable Goods Merchant Wholesalers,266230
1264,2002,424100,Paper and Paper Product Merchant Wholesalers,156740
1265,2002,424200,Drugs and Druggists' Sundries Merchant Wholesalers,210240
1266,2002,424300,"Apparel, Piece Goods, and Notions Merchant Wholesalers",151730
1267,2002,424400,Grocery and Related Product Wholesalers,678200
1268,2002,424500,Farm Product Raw Material Merchant Wholesalers,77100
1269,2002,424600,Chemical and Allied Products Merchant Wholesalers,130500
1270,2002,424700,Petroleum and Petroleum Products Merchant Wholesalers,108070
1271,2002,424800,"Beer, Wine, and Distilled Alcoholic Beverage Merchant Wholesalers",131240
1272,2002,424900,Miscellaneous Nondurable Goods Merchant Wholesalers,365140
1273,2002,425100,Wholesale Electronic Markets and Agents and Brokers,640060
1274,2002,441100,Automobile Dealers,1252620
1275,2002,441200,Other Motor Vehicle Dealers,143700
1276,2002,441300,"Automotive Parts, Accessories, and Tire Stores",486770
1277,2002,442100,Furniture Stores,282160
1278,2002,442200,Home Furnishings Stores,263150
1279,2002,443100,Electronics and Appliance Stores,530650
1280,2002,444100,Building Material and Supplies Dealers,1027630
1281,2002,444200,Lawn and Garden Equipment and Supplies Stores,148280
1282,2002,445100,Grocery Stores,2456490
1283,2002,445200,Specialty Food Stores,261320
1284,2002,445300,"Beer, Wine, and Liquor Stores",141550
1285,2002,446100,Health and Personal Care Stores,928810
1286,2002,447100,Gasoline Stations,889130
1287,2002,448100,Clothing Stores,957520
1288,2002,448200,Shoe Stores,180350
1289,2002,448300,"Jewelry, Luggage, and Leather Goods Stores",169600
1290,2002,451100,"Sporting Goods, Hobby, and Musical Instrument Stores",440990
1291,2002,451200,"Book, Periodical, and Music Stores",226780
1292,2002,452100,Department Stores,1694700
1293,2002,452900,Other General Merchandise Stores,1119080
1294,2002,453100,Florists,114330
1295,2002,453200,"Office Supplies, Stationery, and Gift Stores",444300
1296,2002,453300,Used Merchandise Stores,109210
1297,2002,453900,Other Miscellaneous Store Retailers,303920
1298,2002,454100,Electronic Shopping and Mail-Order Houses,225150
1299,2002,454200,Vending Machine Operators,57940
1300,2002,454300,Direct Selling Establishments,161180
1301,2002,481100,Scheduled Air Transportation,518280
1302,2002,481200,Nonscheduled Air Transportation,43640
1303,2002,482100,Rail Transportation,221890
1304,2002,483100,"Deep Sea, Coastal, and Great Lakes Water Transportation",32210
1305,2002,483200,Inland Water Transportation,19810
1306,2002,484100,General Freight Trucking,949970
1307,2002,484200,Specialized Freight Trucking,392670
1308,2002,485100,Urban Transit Systems,36290
1309,2002,485200,Interurban and Rural Bus Transportation,22890
1310,2002,485300,Taxi and Limousine Service,67560
1311,2002,485400,School and Employee Bus Transportation,174440
1312,2002,485500,Charter Bus Industry,34470
1313,2002,485900,Other Transit and Ground Passenger Transportation,56020
1314,2002,486100,Pipeline Transportation of Crude Oil,7260
1315,2002,486200,Pipeline Transportation of Natural Gas,29980
1316,2002,486900,Other Pipeline Transportation,5100
1317,2002,487100,"Scenic and Sightseeing Transportation, Land",8990
1318,2002,487200,"Scenic and Sightseeing Transportation, Water",13370
1319,2002,487900,"Scenic and Sightseeing Transportation, Other",2270
1320,2002,488100,Support Activities for Air Transportation,134630
1321,2002,488200,Support Activities for Rail Transportation,19260
1322,2002,488300,Support Activities for Water Transportation,93350
